START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound_min,n_b,Cbound_max
6e2,661,1.788981,691,2.687864,660,7.91893649,630,8.59207809,648,3.849521727,4.082262378,601,0.667396,630,11.51528323,698,0.000000,630,12.79770731
7e2,706,1.706515,797,2.686508,735,8.54549570,735,8.58719170,748,3.944286458,4.065213680,701,0.733415,735,11.43928729,799,0.000000,735,12.51441016
8e2,802,1.784236,887,2.685154,840,8.20414590,840,8.58407866,848,3.919971186,4.040903293,809,0.784948,840,11.38504246,899,0.000000,840,12.28368876
9e2,967,1.761041,997,2.684190,975,7.58665247,945,8.58200080,948,3.790608339,4.079202661,907,0.818947,945,11.35141209,998,0.000000,945,12.10232808
1e3,1402,1.647631,1999,2.678405,1155,9.13559580,1155,9.53007910,1414,3.930334115,4.057115918,1009,0.845414,1155,12.28630231,1999,0.000000,1155,12.77629092
2e3,2029,1.715762,2999,2.675863,2730,9.53914578,2310,9.51595498,2449,3.938191714,4.050820491,2447,0.823250,2310,12.46705683,2999,0.000000,2310,11.87427563
3e3,3076,1.845344,3989,2.674342,3465,9.20509845,3465,9.50870704,3464,3.947788842,4.053739534,3001,1.044527,3465,11.92096156,3997,0.000000,3465,11.51848753
4e3,4801,1.856187,4999,2.673183,4620,9.43200294,4620,9.50395507,4472,3.975565492,4.048584293,4001,1.311457,4620,11.52541146,4529,0.000000,4845,11.48160434
5e3,5416,1.965120,5987,2.672347,5775,9.30254452,5775,9.50061339,5477,3.956637527,4.045493705,5003,1.485358,5775,11.26862815,5990,0.000000,5865,11.68669155
6e3,6353,2.124621,6997,2.671684,6930,9.57022794,6930,9.49810045,6480,4.021600106,4.048898021,6007,1.608925,6930,11.08591714,6385,0.000000,6045,11.62380876
7e3,7219,2.055910,7993,2.671125,7770,9.12968576,7140,9.11771327,7483,3.972488543,4.045504590,7001,1.700901,7140,10.65295704,7010,0.214008,7590,11.50439537
8e3,8777,2.179478,8999,2.670631,8925,9.64346441,8085,9.49598970,8485,3.976808668,4.043489246,8002,1.773843,8085,10.94879232,8000,0.488533,8415,11.72375353
9e3,9649,2.163663,9973,2.670244,9240,9.63749652,9240,9.49418124,9486,3.991146103,4.047203895,9001,1.831799,9240,10.84111929,9005,0.719369,9405,11.45391256
1e4,11272,2.131467,19997,2.667815,15015,10.42234789,15015,10.35083057,14142,4.004160101,4.042291932,10007,1.880318,15015,11.39034813,10000,0.904992,19950,11.74825844
2e4,20816,2.279925,29989,2.666592,21945,10.03630588,21945,10.04198433,24494,4.010741835,4.039739161,20011,2.119883,21945,10.90502722,20011,1.485618,25935,11.81381973
3e4,35792,2.297694,39989,2.665794,30030,10.29324643,30030,10.34278742,34641,4.011840629,4.038745115,30011,2.211353,30030,11.09738697,30011,1.616152,31395,11.94686815
4e4,40597,2.307754,49999,2.665207,45045,10.26764128,45045,10.33859678,44721,4.011234884,4.037459524,40009,2.259901,45045,10.98873597,40009,1.674657,43890,12.01037544
5e4,51826,2.346624,59999,2.664751,58905,10.14218881,58905,10.10632240,54772,4.015061764,4.036622289,50021,2.289658,58905,10.70563250,50021,1.701197,58905,12.03639616
6e4,67904,2.413565,69997,2.664381,60060,10.28857922,60060,10.33582324,64807,4.024569613,4.036293983,60013,2.309287,60060,10.93385338,69997,1.708452,65835,11.71960041
7e4,71633,2.358847,79999,2.664067,75075,10.18649755,75075,10.33378523,74833,4.012789857,4.035593587,70001,2.322836,75075,10.90275800,79999,1.699287,78540,11.74111293
8e4,89459,2.383150,89989,2.663800,87780,9.96005196,87780,10.02851528,84852,4.016448120,4.035111955,80021,2.332433,87780,10.58080749,89989,1.684753,87780,11.39530550
9e4,92357,2.434532,99991,2.663563,90090,10.38468869,90090,10.33218950,94868,4.025405630,4.034994133,90001,2.339224,90090,10.88450894,99991,1.666040,90090,11.87658185
1e5,116728,2.402456,199999,2.662132,150150,10.40441005,105105,10.33087844,141421,4.020834696,4.033439140,199999,2.342625,195195,10.88392553,148229,1.536343,105105,11.98044567
2e5,204928,2.464243,299993,2.661377,255255,10.98879350,255255,11.01228466,244949,4.022875487,4.031895599,296441,2.309117,255255,11.60922356,200003,1.755331,255255,12.11578035
3e5,366794,2.499164,399989,2.660873,345345,10.82307543,345345,10.81343727,346410,4.023491244,4.031003982,300007,2.312196,345345,11.37690696,300007,1.980642,345345,11.48679360
4e5,463549,2.513127,499979,2.660498,435435,10.80823080,435435,10.70261344,447213,4.022715545,4.030322573,400009,2.378355,435435,11.17860974,400009,2.102186,435435,11.29546968
5e5,548461,2.531963,599999,2.660202,510510,11.02689928,510510,11.00731275,547722,4.024811728,4.029812180,500009,2.420179,510510,11.43208644,500009,2.179249,510510,11.65820051
6e5,686398,2.527108,699967,2.659959,690690,10.75535033,690690,10.80879355,648074,4.023686228,4.029446477,600011,2.449233,690690,11.15191079,600011,2.232899,690690,11.21811876
7e5,770558,2.532269,799999,2.659754,765765,10.99909949,765765,11.00465781,748331,4.022216893,4.029086664,700001,2.470700,765765,11.32428105,700001,2.272603,765765,11.48634445
8e5,804191,2.552045,899981,2.659576,855855,10.95061370,855855,10.92304735,848528,4.025351254,4.028784503,800011,2.487276,855855,11.21911350,800011,2.303293,855855,11.32964677
9e5,915961,2.547074,999983,2.659420,930930,10.67473805,930930,10.67143888,948683,4.024419885,4.028573351,900001,2.500494,930930,10.95111716,900001,2.327783,930930,11.02607289
1e6,1201553,2.553525,1999993,2.658453,1276275,11.04350724,1021020,11.00287541,1414213,4.023671143,4.027602918,1000003,2.511306,1021020,11.26591457,1000003,2.347824,1021020,11.39376848
2e6,2053553,2.579809,2999999,2.657932,2042040,11.03638869,2042040,10.99889284,2449489,4.023684989,4.026542296,2000003,2.563543,2042040,11.16859496,2000003,2.444364,2042040,11.24038349
3e6,3004042,2.591117,3999971,2.657580,3573570,11.04745022,3063060,10.99674671,3464101,4.023935796,4.025902846,3000017,2.582907,3063060,11.13160093,3000017,2.479393,3063060,11.18237025
4e6,4792159,2.588525,4999999,2.657318,4849845,11.62799825,4849845,11.64119356,4472136,4.023153134,4.025440489,4000037,2.593155,4849845,11.74843051,4000037,2.497192,4849845,11.81600099
5e6,5167067,2.597599,5999993,2.657109,5870865,11.54450968,5870865,11.51705495,5477225,4.023415987,4.025085551,5000011,2.599511,5870865,11.61569457,5000011,2.507571,5870865,11.65410665
6e6,6175451,2.603294,6999997,2.656936,6561555,11.42982677,6561555,11.43183220,6480740,4.022314821,4.024802110,6000011,2.603823,6561555,11.52600948,6000011,2.514024,6561555,11.55282477
7e6,7376626,2.610535,7999993,2.656790,7402395,11.42121537,7402395,11.39961102,7483314,4.023270227,4.024559921,7000003,2.606921,7402395,11.48971579,7000003,2.518121,7402395,11.50774779
8e6,8143934,2.607556,8999993,2.656663,8273265,11.32235425,8273265,11.31527384,8485281,4.023594806,4.024351492,8000009,2.609234,8273265,11.40182214,8000009,2.520678,8273265,11.41436581
9e6,9121549,2.613892,9999991,2.656551,9699690,11.63043167,9699690,11.63782117,9486833,4.022609353,4.024175344,9000011,2.611008,9699690,11.72029213,9000011,2.522164,9699690,11.74921280
1e7,10030684,2.609830,19999999,2.655851,14549535,11.63795064,14549535,11.63598835,14142135,4.022242206,4.023491475,10000019,2.612396,14549535,11.71114312,19999999,2.510085,14549535,11.72385927
2e7,24496594,2.621733,29999999,2.655470,29099070,11.62967389,24249225,11.63381159,24494897,4.021849522,4.022719481,29999999,2.616596,29099070,11.70690878,25050019,2.497037,24249225,11.70143543
3e7,30099763,2.626030,39999983,2.655211,38798760,11.61866987,33948915,11.63245216,34641016,4.021567480,4.022246030,39999983,2.614234,38798760,11.71024269,30000001,2.518001,33948915,11.69097518
4e7,41344276,2.629465,49999991,2.655016,48498450,11.62919404,43648605,11.63147281,44721359,4.021290496,4.021906163,49999991,2.610942,48498450,11.71576079,40000003,2.545477,43648605,11.68493413
5e7,53699671,2.633020,59999999,2.654860,58198140,11.64582384,53348295,11.63071187,54772255,4.021121673,4.021642767,50100053,2.610906,53348295,11.71238711,50000017,2.562630,53348295,11.68106296
6e7,66759878,2.632266,69999989,2.654731,67897830,11.62485431,63047985,11.63009216,64807407,4.020612169,4.021429148,60000011,2.616675,63047985,11.70160602,60000011,2.574431,63047985,11.67843786
7e7,78822322,2.634340,79999987,2.654622,77597520,11.63685478,72747675,11.62957093,74833147,4.021106586,4.021248908,70000027,2.620939,72747675,11.69345140,70000027,2.583085,72747675,11.67660425
8e7,82476448,2.635786,89999999,2.654526,82447365,11.63046143,82447365,11.62912216,84852813,4.020558285,4.021093842,80000023,2.624199,82447365,11.68704159,80000023,2.589721,82447365,11.67531047
9e7,96281998,2.635636,99999989,2.654442,96996900,11.62948276,92147055,11.62872880,94868329,4.020443911,4.020958599,90000049,2.626777,92147055,11.68185376,90000049,2.594985,92147055,11.67440508
