START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio,Status
5PR27/2,412,2.111809,419,1.401190,4.102231e-01,1.293450,5.493981e-01,EXPECTED
7PR2,433,1.364958,433,1.401711,-2.656997e-02,1.292026,-2.844602e-02,OUTLIER
5PR29/2,439,2.366648,439,1.400943,5.243290e-01,1.293027,7.468560e-01,EXPECTED
5PR15,463,1.956971,463,1.409977,3.278245e-01,1.270845,4.304176e-01,EXPECTED
5PR31/2,466,1.944258,479,1.424217,3.112582e-01,1.251399,4.155677e-01,EXPECTED
5PR16,481,1.907067,491,1.452189,2.724944e-01,1.228470,3.702801e-01,EXPECTED
5PR33/2,496,1.863948,499,1.468120,2.387141e-01,1.210815,3.269104e-01,EXPECTED
5PR17,524,2.394277,512,1.481494,4.800303e-01,1.189955,7.670735e-01,EXPECTED
7PR5/2,526,2.089567,538,1.509371,3.252639e-01,1.173841,4.942714e-01,EXPECTED
5PR18,548,2.031998,541,1.519808,2.904355e-01,1.154766,4.435444e-01,EXPECTED
5PR37/2,569,1.983900,557,1.537717,2.547658e-01,1.139988,3.913927e-01,EXPECTED
5PR19,577,2.245675,577,1.552377,3.692188e-01,1.122464,6.176572e-01,EXPECTED
5PR39/2,599,2.188595,599,1.568849,3.329176e-01,1.108853,5.589073e-01,EXPECTED
5PR20,601,1.910627,601,1.583021,1.880964e-01,1.092688,2.998166e-01,EXPECTED
5PR41/2,617,1.876316,619,1.598212,1.604248e-01,1.080104,2.574789e-01,EXPECTED
7PR3,631,2.111378,643,1.610683,2.706825e-01,1.065137,4.700757e-01,EXPECTED
5PR43/2,649,2.329513,659,1.624762,3.602979e-01,1.053460,6.689870e-01,EXPECTED
5PR22,661,1.788981,661,1.636932,8.882243e-02,1.039554,1.462637e-01,EXPECTED
5PR45/2,677,2.010889,677,1.650008,1.977968e-01,1.028685,3.508178e-01,EXPECTED
5PR23,697,2.216917,701,1.660769,2.888367e-01,1.015726,5.475374e-01,EXPECTED
5PR47/2,706,1.706515,719,1.674734,1.879893e-02,1.005579,3.160468e-02,EXPECTED
5PR24,734,2.135493,733,1.687606,2.353866e-01,0.993467,4.508323e-01,EXPECTED
7PR7/2,743,2.355865,739,1.696083,3.285865e-01,0.984966,6.698526e-01,EXPECTED
5PR25,751,2.338294,761,1.704342,3.162425e-01,0.972618,6.517996e-01,EXPECTED
5PR51/2,766,2.072834,773,1.716589,1.885776e-01,0.963703,3.696626e-01,EXPECTED
5PR26,788,1.806384,787,1.727895,4.442315e-02,0.953042,8.235629e-02,EXPECTED
5PR53/2,802,1.784236,797,1.734371,2.834550e-02,0.944657,5.278636e-02,EXPECTED
5PR27,821,1.976976,823,1.742656,1.261580e-01,0.934619,2.507118e-01,EXPECTED
5PR55/2,839,2.379710,839,1.752111,3.061573e-01,0.926715,6.772298e-01,EXPECTED
7PR4,841,2.159749,853,1.765059,2.018079e-01,0.918692,4.296217e-01,EXPECTED
5PR57/2,859,1.914982,859,1.769286,7.913215e-02,0.910568,1.600056e-01,EXPECTED
5PR29,883,2.295458,883,1.780061,2.542848e-01,0.902195,5.712701e-01,EXPECTED
5PR59/2,886,2.287381,887,1.785090,2.479387e-01,0.893763,5.619957e-01,EXPECTED
5PR30,904,2.050129,911,1.795293,1.327345e-01,0.885286,2.878573e-01,EXPECTED
5PR61/2,919,1.825774,919,1.801241,1.352813e-02,0.878589,2.792318e-02,EXPECTED
5PR31,943,1.991920,941,1.810129,9.570088e-02,0.870547,2.088239e-01,EXPECTED
7PR9/2,958,2.164457,953,1.814644,1.762802e-01,0.863926,4.049108e-01,EXPECTED
5PR32,967,1.761041,971,1.823829,-3.503303e-02,0.856548,-7.330354e-02,OUTLIER
5PR65/2,982,1.933461,977,1.828494,5.581898e-02,0.853184,1.230297e-01,EXPECTED
5PR33,997,2.106150,997,1.834452,1.381158e-01,0.843231,3.222106e-01,EXPECTED
5PR67/2,1009,1.898450,1019,1.842329,3.000723e-02,0.837473,6.701231e-02,EXPECTED
5PR34,1024,2.252124,1024,1.846434,1.986176e-01,0.831604,4.878404e-01,EXPECTED
5PR69/2,1048,2.030676,1039,1.854490,9.075902e-02,0.825053,2.135451e-01,EXPECTED
7PR5,1063,2.195023,1063,1.859266,1.660107e-01,0.819454,4.097326e-01,EXPECTED
5PR71/2,1072,2.361462,1069,1.866434,2.352513e-01,0.813757,6.083241e-01,EXPECTED
5PR36,1094,2.506504,1093,1.873074,2.913080e-01,0.806884,7.850323e-01,EXPECTED
5PR73/2,1109,1.952088,1097,1.876941,3.925624e-02,0.801872,9.371446e-02,EXPECTED
5PR37,1123,2.110511,1123,1.884182,1.134363e-01,0.798935,2.832884e-01,EXPECTED
5PR75/2,1126,2.104611,1129,1.888426,1.083870e-01,0.794594,2.720698e-01,EXPECTED
5PR38,1147,2.252003,1153,1.895856,1.721496e-01,0.789427,4.511462e-01,EXPECTED
11PR/2,1244,2.122683,1259,1.899905,1.108770e-01,0.782694,2.846298e-01,EXPECTED
7PR6,1319,1.723241,1361,1.933573,-1.151628e-01,0.750602,-2.802177e-01,OUTLIER
7PR13/2,1402,1.647631,1459,1.959538,-1.733702e-01,0.721695,-4.321867e-01,OUTLIER
7PR7,1489,1.865276,1571,1.984593,-6.200482e-02,0.696055,-1.714189e-01,OUTLIER
7PR15/2,1676,2.104753,1669,2.007677,4.721979e-02,0.672425,1.443670e-01,EXPECTED
7PR8,1774,2.019039,1783,2.029450,-5.143165e-03,0.650231,-1.601123e-02,OUTLIER
7PR17/2,1849,2.204669,1889,2.045465,7.495224e-02,0.633724,2.512198e-01,EXPECTED
7PR9,1966,1.989272,1993,2.063282,-3.652918e-02,0.616381,-1.200718e-01,OUTLIER
7PR19/2,2029,1.715762,2048,2.076874,-1.910066e-01,0.601620,-6.002327e-01,OUTLIER
7PR10,2104,2.003507,2203,2.091568,-4.301488e-02,0.587415,-1.499128e-01,OUTLIER
7PR21/2,2287,1.989104,2309,2.102998,-5.567966e-02,0.574746,-1.981641e-01,OUTLIER
11PR,2347,2.156625,2411,2.114461,1.974457e-02,0.562985,7.489365e-02,EXPECTED
7PR23/2,2447,2.190317,2503,2.125336,3.011637e-02,0.551891,1.177425e-01,EXPECTED
7PR12,2623,2.363446,2621,2.135175,1.015721e-01,0.541786,4.213306e-01,EXPECTED
7PR25/2,2633,2.168203,2729,2.145017,1.075124e-02,0.531675,4.360935e-02,EXPECTED
7PR13,2809,2.065835,2833,2.152995,-4.132539e-02,0.523417,-1.665211e-01,OUTLIER
7PR27/2,2909,2.274897,2939,2.161198,5.127208e-02,0.515043,2.207563e-01,EXPECTED
7PR14,2974,2.064698,3041,2.169524,-4.952382e-02,0.507152,-2.066954e-01,OUTLIER
7PR29/2,3076,1.845344,3137,2.175993,-1.648194e-01,0.499824,-6.615309e-01,OUTLIER
7PR15,3221,2.107297,3253,2.183177,-3.537507e-02,0.492382,-1.541080e-01,OUTLIER
7PR31/2,3334,2.210551,3359,2.188850,9.865514e-03,0.486591,4.459803e-02,EXPECTED
7PR16,3386,2.340982,3463,2.194747,6.450372e-02,0.480518,3.043278e-01,EXPECTED
11PR3/2,3559,2.029695,3559,2.200389,-8.074863e-02,0.474661,-3.596124e-01,OUTLIER
7PR17,3571,2.249487,3673,2.205674,1.966906e-02,0.469216,9.337491e-02,EXPECTED
7PR35/2,3769,1.943543,3779,2.210823,-1.288522e-01,0.463950,-5.760966e-01,OUTLIER
7PR18,3799,2.075010,3881,2.216116,-6.579014e-02,0.458491,-3.077618e-01,OUTLIER
7PR37/2,3964,2.216472,3989,2.220280,-1.716571e-03,0.454195,-8.384064e-03,OUTLIER
7PR19,4051,2.044491,4093,2.224906,-8.456581e-02,0.449420,-4.014396e-01,OUTLIER
7PR39/2,4153,2.340594,4096,2.228027,4.928830e-02,0.445490,2.526813e-01,EXPECTED
7PR20,4282,2.220909,4297,2.232603,-5.251598e-03,0.441471,-2.648872e-02,OUTLIER
7PR41/2,4393,2.306710,4409,2.237063,3.065842e-02,0.437509,1.591899e-01,EXPECTED
7PR21,4486,2.143577,4513,2.240323,-4.414412e-02,0.433493,-2.231778e-01,OUTLIER
7PR43/2,4603,2.102361,4603,2.243471,-6.496322e-02,0.430237,-3.279820e-01,OUTLIER
11PR2,4651,2.085780,4723,2.246743,-7.433873e-02,0.426852,-3.770932e-01,OUTLIER
7PR45/2,4801,1.856187,4817,2.249997,-1.924045e-01,0.423484,-9.299289e-01,OUTLIER
7PR23,4909,2.178086,4933,2.252913,-3.377754e-02,0.420434,-1.779756e-01,OUTLIER
7PR47/2,4987,2.151973,5039,2.255881,-4.715549e-02,0.417390,-2.489470e-01,OUTLIER
7PR24,5086,2.176695,5119,2.258881,-3.706189e-02,0.414253,-1.983957e-01,OUTLIER
7PR49/2,5242,2.126897,5237,2.261331,-6.128947e-02,0.411714,-3.265228e-01,OUTLIER
7PR25,5308,2.217466,5351,2.264154,-2.083608e-02,0.408814,-1.142035e-01,OUTLIER
7PR51/2,5416,1.965120,5449,2.266972,-1.428917e-01,0.405890,-7.436793e-01,OUTLIER
7PR26,5557,2.301782,5563,2.268980,1.435321e-02,0.403779,8.123751e-02,EXPECTED
7PR53/2,5596,2.182571,5669,2.271146,-3.978101e-02,0.401556,-2.205794e-01,OUTLIER
7PR27,5728,2.248387,5749,2.273518,-1.111534e-02,0.399065,-6.297470e-02,OUTLIER
11PR5/2,5857,2.159168,5879,2.275464,-5.246103e-02,0.397043,-2.929053e-01,OUTLIER
7PR28,5906,2.349289,5981,2.277485,3.104097e-02,0.394966,1.817979e-01,EXPECTED
7PR57/2,6038,2.309643,6089,2.279464,1.315264e-02,0.392883,7.681422e-02,EXPECTED
7PR29,6131,2.233345,6173,2.281360,-2.127129e-02,0.390911,-1.228285e-01,OUTLIER
7PR59/2,6218,2.356115,6299,2.283247,3.141552e-02,0.388969,1.873363e-01,EXPECTED
7PR30,6353,2.124621,6397,2.285013,-7.277828e-02,0.387128,-4.143126e-01,OUTLIER
7PR61/2,6421,2.298798,6469,2.286977,5.155519e-03,0.383923,3.079003e-02,EXPECTED
7PR31,6568,2.399779,6607,2.288556,4.745560e-02,0.382060,2.911140e-01,EXPECTED
7PR63/2,6719,2.265862,6719,2.290033,-1.061097e-02,0.380325,-6.355354e-02,OUTLIER
7PR32,6791,2.430712,6823,2.291738,5.887374e-02,0.378767,3.669116e-01,EXPECTED
7PR65/2,6863,2.365471,6917,2.293061,3.108955e-02,0.377403,1.918639e-01,EXPECTED
11PR3,7024,2.323062,7027,2.294720,1.227531e-02,0.375855,7.540674e-02,EXPECTED
7PR67/2,7108,2.390305,7129,2.295949,4.027471e-02,0.374466,2.519748e-01,EXPECTED
7PR34,7219,2.055910,7243,2.297399,-1.110590e-01,0.372964,-6.474861e-01,OUTLIER
7PR69/2,7246,2.136908,7349,2.298603,-7.294162e-02,0.371613,-4.351166e-01,OUTLIER
7PR35,7351,2.199762,7451,2.299867,-4.450212e-02,0.370354,-2.702954e-01,OUTLIER
7PR71/2,7522,2.372402,7559,2.301133,3.050133e-02,0.369061,1.931090e-01,EXPECTED
7PR36,7561,2.321013,7649,2.302318,8.087287e-03,0.368015,5.079956e-02,EXPECTED
7PR73/2,7727,2.199214,7759,2.303510,-4.633402e-02,0.366773,-2.843612e-01,OUTLIER
7PR37,7846,2.336977,7873,2.304790,1.386865e-02,0.365529,8.805594e-02,EXPECTED
7PR75/2,7951,2.232082,7963,2.305699,-3.244910e-02,0.364575,-2.019255e-01,OUTLIER
7PR38,8062,2.328303,8081,2.306862,9.251517e-03,0.363362,5.900727e-02,EXPECTED
11PR7/2,8116,2.236375,8179,2.307759,-3.142067e-02,0.362385,-1.969839e-01,OUTLIER
7PR39,8224,2.292547,8192,2.308444,-6.910278e-03,0.361284,-4.400140e-02,OUTLIER
7PR79/2,8311,2.234912,8389,2.309726,-3.292705e-02,0.360384,-2.075952e-01,OUTLIER
7PR40,8429,2.249292,8501,2.310789,-2.697352e-02,0.359365,-1.711268e-01,OUTLIER
7PR81/2,8599,2.329117,8609,2.311610,7.544974e-03,0.358413,4.884588e-02,EXPECTED
7PR41,8614,2.287560,8713,2.312509,-1.084733e-02,0.357523,-6.978292e-02,OUTLIER
7PR83/2,8777,2.179478,8819,2.313284,-5.958276e-02,0.356643,-3.751819e-01,OUTLIER
7PR42,8839,2.279660,8923,2.314098,-1.499367e-02,0.355805,-9.678897e-02,OUTLIER
7PR85/2,9014,2.281605,9029,2.314919,-1.449556e-02,0.354977,-9.384833e-02,OUTLIER
7PR43,9091,2.412999,9133,2.315743,4.113979e-02,0.354187,2.745894e-01,EXPECTED
7PR87/2,9173,2.323530,9239,2.316428,3.061237e-03,0.353406,2.009587e-02,EXPECTED
11PR4,9283,2.301998,9343,2.317149,-6.560109e-03,0.352663,-4.296169e-02,OUTLIER
7PR89/2,9349,2.396602,9439,2.317874,3.340151e-02,0.351996,2.236616e-01,EXPECTED
7PR45,9511,2.294051,9551,2.318603,-1.064560e-02,0.351240,-6.990092e-02,OUTLIER
7PR91/2,9649,2.163663,9649,2.319381,-6.949772e-02,0.350598,-4.441497e-01,OUTLIER
7PR46,9748,2.284701,9749,2.319846,-1.526564e-02,0.349961,-1.004255e-01,OUTLIER
7PR93/2,9817,2.375649,9829,2.320462,2.350436e-02,0.349282,1.580013e-01,EXPECTED
7PR47,9941,2.284239,9973,2.321062,-1.599191e-02,0.348599,-1.056314e-01,OUTLIER
7PR95/2,10078,2.360845,10079,2.321818,1.666911e-02,0.347984,1.121517e-01,EXPECTED
7PR48,10174,2.343381,10181,2.322270,9.049603e-03,0.347410,6.076682e-02,EXPECTED
7PR97/2,10273,2.292671,10289,2.322817,-1.306316e-02,0.346820,-8.692117e-02,OUTLIER
7PR49,10369,2.243034,10391,2.323364,-3.518672e-02,0.346280,-2.319799e-01,OUTLIER
11PR9/2,10462,2.194423,10499,2.323834,-5.729927e-02,0.345725,-3.743177e-01,OUTLIER
7PR50,10501,2.449522,10601,2.324333,5.245979e-02,0.345216,3.626396e-01,EXPECTED
7PR101/2,10687,2.319381,10709,2.324810,-2.337976e-03,0.344694,-1.575020e-02,OUTLIER
7PR51,10786,2.430362,10799,2.325276,4.420148e-02,0.344190,3.053139e-01,EXPECTED
7PR103/2,10883,2.318296,10909,2.325795,-3.229483e-03,0.343770,-2.181400e-02,OUTLIER
7PR52,11023,2.452351,11003,2.326249,5.279006e-02,0.343295,3.673284e-01,EXPECTED
7PR105/2,11054,2.258518,11087,2.326602,-2.969999e-02,0.343249,-1.983516e-01,OUTLIER
7PR53,11197,2.391314,11213,2.327011,2.725839e-02,0.342806,1.875784e-01,EXPECTED
7PR107/2,11272,2.131467,11329,2.327421,-8.795031e-02,0.342360,-5.723624e-01,OUTLIER
7PR54,11353,2.334737,11443,2.327832,2.961889e-03,0.341912,2.019525e-02,EXPECTED
7PR109/2,11461,2.347919,11549,2.328172,8.445994e-03,0.341541,5.781736e-02,EXPECTED
11PR5,11593,2.296655,11633,2.328530,-1.378345e-02,0.341150,-9.343397e-02,OUTLIER
7PR111/2,11749,2.392249,11743,2.328892,2.684131e-02,0.340765,1.859258e-01,EXPECTED
7PR56,11839,2.348206,11863,2.329275,8.094572e-03,0.340387,5.561611e-02,EXPECTED
7PR113/2,11932,2.392674,11969,2.329542,2.673989e-02,0.340039,1.856611e-01,EXPECTED
7PR57,11971,2.386736,12073,2.329852,2.412200e-02,0.339697,1.674551e-01,EXPECTED
7PR115/2,12101,2.395745,12163,2.330224,2.772985e-02,0.339355,1.930751e-01,EXPECTED
7PR58,12281,2.223656,12281,2.330499,-4.692972e-02,0.339029,-3.151441e-01,OUTLIER
7PR117/2,12326,2.217079,12347,2.330744,-4.999697e-02,0.338721,-3.355712e-01,OUTLIER
7PR59,12422,2.346659,12491,2.330996,6.696970e-03,0.338429,4.628149e-02,EXPECTED
7PR119/2,12574,2.295932,12589,2.331268,-1.527346e-02,0.338136,-1.045023e-01,OUTLIER
7PR60,12671,2.225896,12703,2.331515,-4.635874e-02,0.337859,-3.126127e-01,OUTLIER
11PR11/2,12757,2.354186,12809,2.331771,9.566955e-03,0.337581,6.639888e-02,EXPECTED
7PR61,12878,2.336543,12911,2.332007,1.943216e-03,0.337319,1.344721e-02,EXPECTED
7PR123/2,12982,2.377047,13009,2.332209,1.904307e-02,0.337077,1.330201e-01,EXPECTED
7PR62,13049,2.340065,13121,2.332442,3.262919e-03,0.336811,2.263287e-02,EXPECTED
7PR125/2,13142,2.381559,13229,2.332614,2.076579e-02,0.336605,1.454078e-01,EXPECTED
7PR63,13241,2.313245,13331,2.332834,-8.432537e-03,0.336364,-5.823750e-02,OUTLIER
7PR127/2,13339,2.408045,13421,2.333003,3.165894e-02,0.336169,2.232270e-01,EXPECTED
7PR64,13451,2.365320,13537,2.333178,1.368203e-02,0.335966,9.567040e-02,EXPECTED
7PR129/2,13646,2.418129,13649,2.333358,3.568567e-02,0.335757,2.524772e-01,EXPECTED
7PR65,13729,2.380300,13751,2.333535,1.984224e-02,0.335570,1.393599e-01,EXPECTED
7PR131/2,13807,2.343338,13859,2.333662,4.137701e-03,0.335401,2.884905e-02,EXPECTED
11PR6,13943,2.508139,13963,2.333822,7.203378e-02,0.335212,5.200202e-01,EXPECTED
7PR133/2,14051,2.389016,14029,2.333935,2.332588e-02,0.335066,1.643885e-01,EXPECTED
7PR67,14096,2.408715,14173,2.334064,3.148246e-02,0.334911,2.228980e-01,EXPECTED
7PR135/2,14243,2.286441,14251,2.334196,-2.067105e-02,0.334761,-1.426540e-01,OUTLIER
7PR68,14332,2.428418,14369,2.334310,3.952367e-02,0.334622,2.812367e-01,EXPECTED
7PR137/2,14411,2.316236,14489,2.334411,-7.816157e-03,0.334487,-5.433694e-02,OUTLIER
7PR69,14528,2.225437,14593,2.334522,-4.785386e-02,0.334352,-3.262580e-01,OUTLIER
7PR139/2,14699,2.430591,14699,2.334636,4.027845e-02,0.334217,2.871039e-01,EXPECTED
7PR70,14779,2.470069,14797,2.334712,5.635754e-02,0.334123,4.051113e-01,EXPECTED
7PR141/2,14831,2.313924,14869,2.334788,-8.976310e-03,0.334018,-6.246370e-02,OUTLIER
7PR71,14951,2.398094,15013,2.334858,2.672318e-02,0.333917,1.893764e-01,EXPECTED
13PR/2,15784,2.297078,16141,2.334927,-1.634275e-02,0.333832,-1.133774e-01,OUTLIER
11PR7,17218,2.342733,17321,2.335024,3.296027e-03,0.333214,2.313528e-02,EXPECTED
11PR15/2,18322,2.313856,18461,2.334243,-8.772245e-03,0.333257,-6.117501e-02,OUTLIER
11PR8,18637,2.262025,19609,2.333008,-3.089799e-02,0.333843,-2.126239e-01,OUTLIER
11PR17/2,20509,2.288028,20789,2.331334,-1.875032e-02,0.334896,-1.293118e-01,OUTLIER
11PR9,20816,2.279925,21943,2.329342,-2.144328e-02,0.336370,-1.469126e-01,OUTLIER
11PR19/2,22354,2.333078,23099,2.329140,1.689325e-03,0.338180,1.164469e-02,EXPECTED
11PR10,23201,2.282149,24251,2.339835,-2.496287e-02,0.327646,-1.760620e-01,OUTLIER
11PR21/2,24256,2.336632,25409,2.350596,-5.958337e-03,0.316723,-4.408900e-02,OUTLIER
11PR11,25496,2.309603,26561,2.360195,-2.166859e-02,0.306878,-1.648603e-01,OUTLIER
11PR23/2,27182,2.331847,27701,2.369325,-1.594445e-02,0.297619,-1.259261e-01,OUTLIER
11PR12,27904,2.328254,28871,2.377764,-2.104192e-02,0.289055,-1.712823e-01,OUTLIER
11PR25/2,29738,2.340355,30029,2.385511,-1.911073e-02,0.281187,-1.605906e-01,OUTLIER
13PR,30332,2.331433,31183,2.392875,-2.601247e-02,0.273781,-2.244202e-01,OUTLIER
11PR27/2,31294,2.341935,32327,2.399609,-2.432830e-02,0.266871,-2.161119e-01,OUTLIER
11PR14,32972,2.389670,32768,2.405975,-6.799946e-03,0.260403,-6.261449e-02,OUTLIER
11PR29/2,34274,2.354215,34649,2.412001,-2.424935e-02,0.254274,-2.272588e-01,OUTLIER
11PR15,35792,2.297694,35803,2.417609,-5.087302e-02,0.248573,-4.824136e-01,OUTLIER
11PR31/2,36436,2.373766,36947,2.422948,-2.050726e-02,0.243146,-2.022735e-01,OUTLIER
11PR16,37201,2.393769,38113,2.428014,-1.420453e-02,0.238034,-1.438660e-01,OUTLIER
11PR33/2,38188,2.401751,39251,2.432732,-1.281685e-02,0.233188,-1.328585e-01,OUTLIER
11PR17,39992,2.425829,40423,2.437320,-4.725753e-03,0.228521,-5.028422e-02,OUTLIER
11PR35/2,40597,2.307754,41579,2.441523,-5.634727e-02,0.224239,-5.965465e-01,OUTLIER
11PR18,41851,2.392174,42727,2.445640,-2.210427e-02,0.220049,-2.429732e-01,OUTLIER
11PR37/2,43531,2.348344,43889,2.449483,-4.216658e-02,0.216134,-4.679458e-01,OUTLIER
11PR19,44533,2.418503,45013,2.453179,-1.423598e-02,0.212365,-1.632849e-01,OUTLIER
13PR3/2,45259,2.407217,46199,2.456736,-2.036233e-02,0.208742,-2.372259e-01,OUTLIER
11PR20,46369,2.380141,47353,2.460142,-3.305934e-02,0.205267,-3.897412e-01,OUTLIER
11PR41/2,47834,2.378831,48497,2.463343,-3.491018e-02,0.202003,-4.183700e-01,OUTLIER
11PR21,48931,2.430664,49663,2.466451,-1.461580e-02,0.198832,-1.799861e-01,OUTLIER
11PR43/2,50461,2.416903,50789,2.469392,-2.148500e-02,0.195832,-2.680308e-01,OUTLIER
11PR22,51826,2.346624,51973,2.472242,-5.214773e-02,0.192926,-6.511201e-01,OUTLIER
11PR45/2,52876,2.469593,53129,2.474982,-2.179764e-03,0.190128,-2.834406e-02,OUTLIER
11PR23,53624,2.388364,54277,2.477647,-3.670071e-02,0.187405,-4.764174e-01,OUTLIER
11PR47/2,54421,2.447211,55439,2.480147,-1.336882e-02,0.184852,-1.781750e-01,OUTLIER
11PR24,56176,2.444148,56591,2.482588,-1.560497e-02,0.182360,-2.107918e-01,OUTLIER
11PR49/2,57172,2.426083,57737,2.484943,-2.397170e-02,0.179954,-3.270836e-01,OUTLIER
11PR25,58789,2.355012,58901,2.487208,-5.461497e-02,0.177637,-7.441918e-01,OUTLIER
11PR51/2,59074,2.411060,60041,2.489401,-3.197563e-02,0.175395,-4.466547e-01,OUTLIER
13PR2,61058,2.418361,61211,2.491546,-2.981336e-02,0.173204,-4.225364e-01,OUTLIER
11PR53/2,61444,2.421746,62351,2.493573,-2.922785e-02,0.171129,-4.197243e-01,OUTLIER
11PR27,63421,2.436905,63521,2.495560,-2.378436e-02,0.169096,-3.468740e-01,OUTLIER
11PR55/2,64198,2.443219,64679,2.497456,-2.195618e-02,0.167156,-3.244694e-01,OUTLIER
11PR28,65336,2.468498,65536,2.499329,-1.241243e-02,0.165256,-1.865651e-01,OUTLIER
11PR57/2,66602,2.429966,66977,2.501108,-2.885657e-02,0.163419,-4.353349e-01,OUTLIER
11PR29,67904,2.413565,68141,2.502865,-3.633117e-02,0.161619,-5.525340e-01,OUTLIER
11PR59/2,69239,2.447118,69263,2.504538,-2.319328e-02,0.159905,-3.590882e-01,OUTLIER
11PR30,69911,2.449157,70451,2.506195,-2.302178e-02,0.158224,-3.604889e-01,OUTLIER
11PR61/2,70544,2.431070,71597,2.507771,-3.106282e-02,0.156594,-4.898080e-01,OUTLIER
11PR31,71633,2.358847,72763,2.509345,-6.184882e-02,0.155000,-9.709548e-01,OUTLIER
11PR63/2,73016,2.438849,73907,2.510819,-2.908279e-02,0.153469,-4.689546e-01,OUTLIER
11PR32,74716,2.474061,75041,2.512301,-1.533814e-02,0.151949,-2.516634e-01,OUTLIER
13PR5/2,75968,2.467098,76213,2.513704,-1.871480e-02,0.150510,-3.096538e-01,OUTLIER
11PR33,77144,2.383605,77383,2.515083,-5.369176e-02,0.149095,-8.818404e-01,OUTLIER
11PR67/2,78427,2.494035,78539,2.516467,-8.954053e-03,0.147712,-1.518631e-01,OUTLIER
11PR34,79312,2.406904,79693,2.517743,-4.502159e-02,0.146368,-7.572625e-01,OUTLIER
11PR69/2,79784,2.452666,80849,2.519021,-2.669474e-02,0.145056,-4.574440e-01,OUTLIER
11PR35,81749,2.460417,82003,2.520277,-2.403797e-02,0.143765,-4.163739e-01,OUTLIER
11PR71/2,82252,2.460452,83137,2.521479,-2.450056e-02,0.142530,-4.281695e-01,OUTLIER
11PR36,84046,2.459958,84313,2.522680,-2.517755e-02,0.141299,-4.438956e-01,OUTLIER
11PR73/2,84562,2.471941,85469,2.523820,-2.076995e-02,0.140127,-3.702284e-01,OUTLIER
11PR37,86248,2.426071,86599,2.524961,-3.995254e-02,0.138966,-7.116129e-01,OUTLIER
